LA No.,LA Name,LAEstab (at Apr 19),School Name (at Apr 19),Eligible Pupils,Total Allocation,October/February payment,April payment
860,Staffordshire,8602204,Featherstone Academy,182,17820,10395,7425
860,Staffordshire,8602217,Littleton Green Community School,297,18970,11066,7904
860,Staffordshire,8602220,Castle Primary School,75,16750,9771,6979
860,Staffordshire,8602234,Scotch Orchard Primary School,165,17650,10296,7354
860,Staffordshire,8602236,The Meadows Primary School,78,16780,9788,6992
860,Staffordshire,8602241,Sun Academy Bradwell,181,17810,10389,7421
860,Staffordshire,8602242,Bursley Academy,274,18740,10932,7808
860,Staffordshire,8602247,Crackley Bank Primary School,152,17520,10220,7300
860,Staffordshire,8602252,Hempstalls Primary School,267,18670,10891,7779
860,Staffordshire,8602264,The Valley Primary School,35,16350,9538,6812
860,Staffordshire,8602296,William Shrewsbury Primary School,539,21390,12478,8912
860,Staffordshire,8602298,Lark Hall Infant & Nursery Academy,56,16560,9660,6900
860,Staffordshire,8602299,Flax Hill Junior Academy,274,18740,10932,7808
860,Staffordshire,8602305,Great Wood Community Primary School,85,16850,9829,7021
860,Staffordshire,8602320,Meir Heath Academy,322,19220,11212,8008
860,Staffordshire,8602337,Ankermoor Primary Academy,113,17130,9993,7137
860,Staffordshire,8602352,Barnfields Primary School,386,19860,11585,8275
860,Staffordshire,8602358,Chesterton Primary School,141,17410,10156,7254
860,Staffordshire,8602373,Glascote Academy,238,18380,10722,7658
860,Staffordshire,8602387,Perton Primary Academy,185,17850,10413,7437
860,Staffordshire,8602392,Ellison Primary Academy,321,19210,11206,8004
860,Staffordshire,8602401,Parkside Primary School,227,18270,10658,7612
860,Staffordshire,8602410,Boney Hay Primary Academy,156,17560,10243,7317
860,Staffordshire,8602421,Pye Green Academy,349,19490,11369,8121
860,Staffordshire,8602422,John of Rolleston Primary School,329,19290,11253,8037
860,Staffordshire,8603042,St Edwards CofE Academy Cheddleton,174,17740,10348,7392
860,Staffordshire,8603044,St Nicholas Church of England First School,246,18460,10768,7692
860,Staffordshire,8603045,Colwich CofE Primary School,163,17630,10284,7346
860,Staffordshire,8603072,St Saviours CofE Academy,144,17440,10173,7267
860,Staffordshire,8603075,All Saints CofE First School,37,16370,9549,6821
860,Staffordshire,8603081,St James Church of England Primary Academy,80,16800,9800,7000
860,Staffordshire,8603092,St Giles and St Georges Church of England Academy,253,18530,10809,7721
860,Staffordshire,8603102,Churchfield CofE Primary Academy,151,17510,10214,7296
860,Staffordshire,8603113,Oulton CofE (C) First School,56,16560,9660,6900
860,Staffordshire,8603114,St Peters Church of England Primary Academy,163,17630,10284,7346
860,Staffordshire,8603120,Tynsel Parkes Primary Academy,119,17190,10028,7162
860,Staffordshire,8603132,Yoxall St Peters CofE (VC) Primary School,128,17280,10080,7200
860,Staffordshire,8603142,Christ Church CofE First School,112,17120,9987,7133
860,Staffordshire,8603145,St Johns Primary Academy,428,20280,11830,8450
860,Staffordshire,8603146,Bishop Lonsdale Church of England Primary Academy,187,17870,10424,7446
860,Staffordshire,8603147,St Johns CofE Primary Academy,359,19590,11428,8162
860,Staffordshire,8603148,St Andrews CofE Primary School,151,17510,10214,7296
860,Staffordshire,8603150,Woodseaves CE Primary Academy,82,16820,9812,7008
860,Staffordshire,8603151,Haughton St Giles CofE Primary Academy,101,17010,9923,7087
860,Staffordshire,8603153,Gnosall St Lawrence Coe Primary Academy,191,17910,10448,7462
860,Staffordshire,8603154,St Peters CofE Primary School,111,17110,9981,7129
860,Staffordshire,8603155,Manifold Church of England Primary School,36,16360,9543,6817
860,Staffordshire,8603156,Waterhouses CofE Primary Academy,80,16800,9800,7000
860,Staffordshire,8603300,The Faber Catholic Primary School,62,16620,9695,6925
860,Staffordshire,8603432,Hutchinson Memorial CofE First School,61,16610,9689,6921
860,Staffordshire,8603434,The St. Marys CofE Primary School,67,16670,9724,6946
860,Staffordshire,8603436,Dilhorne Endowed CE (A) Primary School,47,16470,9608,6862
860,Staffordshire,8603440,The Richard Crosse CofE Primary School,106,17060,9952,7108
860,Staffordshire,8603441,St Werburghs CE (A) Primary School,117,17170,10016,7154
860,Staffordshire,8603455,St Marys Catholic Primary School,86,16860,9835,7025
860,Staffordshire,8603457,St Filumenas Catholic Primary School,181,17810,10389,7421
860,Staffordshire,8603459,St Giles Catholic Primary School,181,17810,10389,7421
860,Staffordshire,8603460,St Johns Catholic Primary School,64,16640,9707,6933
860,Staffordshire,8603462,St John the Evangelist Catholic Primary,166,17660,10302,7358
860,Staffordshire,8603463,St Marys Catholic Academy,159,17590,10261,7329
860,Staffordshire,8603465,St Marys Catholic Primary School,323,19230,11218,8012
860,Staffordshire,8603466,St Wulstans Catholic Primary School,355,19550,11404,8146
860,Staffordshire,8603468,St Austins Catholic Primary School,175,17750,10354,7396
860,Staffordshire,8603469,St Patricks Catholic Primary School,174,17740,10348,7392
860,Staffordshire,8603470,St Dominics Catholic Primary School,178,17780,10372,7408
860,Staffordshire,8603473,St Thomas Catholic Primary School,193,17930,10459,7471
860,Staffordshire,8603474,St Josephs Catholic Primary School,167,17670,10308,7362
860,Staffordshire,8603477,Our Lady of Grace Catholic Academy,93,16930,9876,7054
860,Staffordshire,8603479,Blessed Mother Teresas Catholic Primary School,115,17150,10004,7146
860,Staffordshire,8603480,St Annes Catholic Primary School,187,17870,10424,7446
860,Staffordshire,8603496,Seabridge Primary School,360,19600,11433,8167
860,Staffordshire,8603498,Leasowes Primary School,364,19640,11457,8183
860,Staffordshire,8603501,Outwoods Primary School,425,20250,11813,8437
860,Staffordshire,8604133,Codsall Middle School,288,18880,11013,7867
860,Staffordshire,8604145,Oldfields Hall Middle School,234,18340,10698,7642
860,Staffordshire,8604154,Woodhouse Academy,211,18110,10564,7546
860,Staffordshire,8604160,Churnet View Middle School,202,18020,10512,7508
860,Staffordshire,8604512,Windsor Park CE Middle School,159,17590,10261,7329
860,Staffordshire,8604612,Christ Church Academy,299,18990,11078,7912
860,Staffordshire,8604613,St Edwards Church of England Academy,372,19720,11503,8217
860,Staffordshire,8605200,Hollinsclough Church of England Academy,47,16470,9608,6862
860,Staffordshire,8607006,Cicely Haughton School,51,16510,9631,6879
860,Staffordshire,8607033,Springfield School,53,16530,9643,6887
860,Staffordshire,8607034,Cherry Trees School,41,16410,9573,6837
860,Staffordshire,8607038,Merryfields School,96,16960,9893,7067
860,Staffordshire,8607039,Saxon Hill Academy,44,16440,9590,6850
860,Staffordshire,8602126,Shobnall Primary Academy,203,18030,10518,7512
860,Staffordshire,8602179,Hazel Slade Primary Academy,112,17120,9987,7133
860,Staffordshire,8602189,Longford Primary School,274,18740,10932,7808
860,Staffordshire,8602323,Marshbrook First School,99,16990,9911,7079
860,Staffordshire,8602029,Birds Bush Primary School,244,18440,10757,7683
860,Staffordshire,8602361,Lakeside Primary School,192,17920,10453,7467
860,Staffordshire,8602362,Princefield First School,155,17550,10238,7312
860,Staffordshire,8602374,Stoneydelph Primary School,214,18140,10582,7558
860,Staffordshire,8602388,Charnwood Primary Academy,154,17540,10232,7308
860,Staffordshire,8602423,William MacGregor Primary School,175,17750,10354,7396
860,Staffordshire,8603030,St Johns CofE First School,55,16550,9654,6896
860,Staffordshire,8603048,All Saints CofE Academy Denstone,59,16590,9678,6912
860,Staffordshire,8603049,St Augustines CofE Academy,39,16390,9561,6829
860,Staffordshire,8603053,St Lukes CofE Academy Endon,188,17880,10430,7450
860,Staffordshire,8603063,St Peters CofE Primary Academy,356,19560,11410,8150
860,Staffordshire,8603067,Horton St Michaels CofE First School,61,16610,9689,6921
860,Staffordshire,8603119,Richard Wakefield CofE Primary Academy,199,17990,10494,7496
860,Staffordshire,8602034,Holy Rosary Catholic Voluntary Academy,246,18460,10768,7692
860,Staffordshire,8603426,St Peters CofE Academy Alton,38,16380,9555,6825
860,Staffordshire,8603476,Our Lady and St Werburghs Catholic Primary School,180,17800,10383,7417
860,Staffordshire,8604128,Penkridge Middle School,234,18340,10698,7642
860,Staffordshire,8604511,Ryecroft CofE Middle School,94,16940,9882,7058
860,Staffordshire,8607016,The Fountains Primary School,107,17070,9958,7112
860,Staffordshire,8607036,Rocklands School,96,16960,9893,7067
860,Staffordshire,8602033,Winshill Village Primary and Nursery School,166,17660,10302,7358
860,Staffordshire,8602161,Kingsfield First School,212,18120,10570,7550
860,Staffordshire,8602163,Knypersley First School,236,18360,10710,7650
860,Staffordshire,8602219,The Reginald Mitchell Primary School,169,17690,10319,7371
860,Staffordshire,8602223,Brindley Heath Junior School Academy,229,18290,10669,7621
860,Staffordshire,8602224,Foley Infant School Academy,118,17180,10022,7158
860,Staffordshire,8602228,Leek First School,120,17200,10033,7167
860,Staffordshire,8602229,Westwood First School,225,18250,10646,7604
860,Staffordshire,8602250,The Co-op Academy Friarswood,160,17600,10267,7333
860,Staffordshire,8602325,Oxhey First School,180,17800,10383,7417
860,Staffordshire,8602035,Two Gates Community Primary School,297,18970,11066,7904
860,Staffordshire,8603100,All Saints CofE (C) Primary School,89,16890,9853,7037
860,Staffordshire,8603103,Rushton CofE Primary School,30,16300,9508,6792
860,Staffordshire,8603443,All Saints CofE First School,164,17640,10290,7350
860,Staffordshire,8603486,Needwood CofE VA Primary School,65,16650,9713,6937
860,Staffordshire,8603488,Anson CofE Primary School,90,16900,9858,7042
860,Staffordshire,8603493,Redbrook Hayes Community Primary School,166,17660,10302,7358
860,Staffordshire,8604144,James Bateman Middle School,199,17990,10494,7496
861,Stoke-on-Trent,8612001,Belgrave St Bartholomews Academy,369,19690,11486,8204
861,Stoke-on-Trent,8612004,"Star Academy, Sandyford",158,17580,10255,7325
861,Stoke-on-Trent,8612005,Harpfield Primary Academy,178,17780,10372,7408
861,Stoke-on-Trent,8612006,Maple Court Academy,425,20250,11813,8437
861,Stoke-on-Trent,8612007,Saint Nathaniels Academy,354,19540,11398,8142
861,Stoke-on-Trent,8612008,Norton-Le-Moors Primary Academy,201,18010,10506,7504
861,Stoke-on-Trent,8612009,Goldenhill Primary Academy,172,17720,10337,7383
861,Stoke-on-Trent,8612010,Whitfield Valley Primary Academy,321,19210,11206,8004
861,Stoke-on-Trent,8612012,Packmoor Ormiston Academy,358,19580,11422,8158
861,Stoke-on-Trent,8612013,Summerbank Primary Academy,348,19480,11363,8117
861,Stoke-on-Trent,8612014,Mill Hill Primary Academy,398,19980,11655,8325
861,Stoke-on-Trent,8612015,Milton Primary Academy,333,19330,11276,8054
861,Stoke-on-Trent,8612029,Smallthorne Primary Academy,182,17820,10395,7425
861,Stoke-on-Trent,8612040,Carmountside Primary Academy,174,17740,10348,7392
861,Stoke-on-Trent,8612048,Hamilton Academy,118,17180,10022,7158
861,Stoke-on-Trent,8612050,Northwood Broom Academy,118,17180,10022,7158
861,Stoke-on-Trent,8612069,Glebe Academy,180,17800,10383,7417
861,Stoke-on-Trent,8612080,Sandon Primary Academy,353,19530,11393,8137
861,Stoke-on-Trent,8612086,The Crescent Academy,521,21210,12373,8837
861,Stoke-on-Trent,8612090,Sutherland Primary Academy,372,19720,11503,8217
861,Stoke-on-Trent,8612092,Newstead Primary Academy,262,18620,10862,7758
861,Stoke-on-Trent,8612106,Eaton Park Academy,364,19640,11457,8183
861,Stoke-on-Trent,8612107,New Ford Academy,359,19590,11428,8162
861,Stoke-on-Trent,8612111,Greenways Primary Academy,187,17870,10424,7446
861,Stoke-on-Trent,8612112,Weston Infant Academy,131,17310,10098,7212
861,Stoke-on-Trent,8612113,Weston Junior Academy,238,18380,10722,7658
861,Stoke-on-Trent,8612114,Ash Green Primary Academy,350,19500,11375,8125
861,Stoke-on-Trent,8612115,Park Hall Academy,354,19540,11398,8142
861,Stoke-on-Trent,8612117,Gladstone Primary Academy,357,19570,11416,8154
861,Stoke-on-Trent,8612118,Grove Academy,451,20510,11964,8546
861,Stoke-on-Trent,8612120,Kingsland CofE Academy,362,19620,11445,8175
861,Stoke-on-Trent,8613300,Stoke Minster CofE Primary Academy,314,19140,11165,7975
861,Stoke-on-Trent,8613309,St Marys Church of England Primary School,390,19900,11608,8292
861,Stoke-on-Trent,8613400,"St Josephs Catholic Academy, Goldenhill",176,17760,10360,7400
861,Stoke-on-Trent,8613402,St Peters Catholic Academy,181,17810,10389,7421
861,Stoke-on-Trent,8613403,St Marys Catholic Academy,180,17800,10383,7417
861,Stoke-on-Trent,8613405,Our Lady and St Benedict Catholic Academy,177,17770,10366,7404
861,Stoke-on-Trent,8613406,St George and St Martins Catholic Academy,182,17820,10395,7425
861,Stoke-on-Trent,8613408,St Thomas Aquinas Catholic Primary School,178,17780,10372,7408
861,Stoke-on-Trent,8613410,St Teresas Catholic (A) Primary School,269,18690,10903,7787
861,Stoke-on-Trent,8613411,Our Ladys Catholic Academy,178,17780,10372,7408
861,Stoke-on-Trent,8613412,St Augustines Catholic Academy,173,17730,10343,7387
861,Stoke-on-Trent,8613416,St Maria Goretti Catholic Academy,183,17830,10401,7429
861,Stoke-on-Trent,8613453,St Matthews Church of England Academy,84,16840,9823,7017
861,Stoke-on-Trent,8613487,St Wilfrids Catholic Primary School,270,18700,10908,7792
861,Stoke-on-Trent,8613488,St Gregorys Catholic Academy,351,19510,11381,8129
861,Stoke-on-Trent,8612020,Jackfield Infant School,120,17200,10033,7167
861,Stoke-on-Trent,8612026,Moorpark Junior School,237,18370,10716,7654
861,Stoke-on-Trent,8612082,Alexandra Infants School,113,17130,9993,7137
861,Stoke-on-Trent,8612119,Alexandra Junior School,211,18110,10564,7546
861,Stoke-on-Trent,8612031,Sneyd Academy,435,20350,11871,8479
861,Stoke-on-Trent,8613020,Christ Church CofE Primary Academy,177,17770,10366,7404
865,Wiltshire,8652000,The Corsham Regis Primary Academy,162,17620,10278,7342
865,Wiltshire,8652006,The Mead Community Primary School,434,20340,11865,8475
865,Wiltshire,8652010,River Mead School,182,17820,10395,7425
865,Wiltshire,8652011,Oasis Academy Longmeadow,122,17220,10045,7175
865,Wiltshire,8652013,Burbage Primary School,127,17270,10074,7196
865,Wiltshire,8652014,Pembroke Park Primary School,175,17750,10354,7396
865,Wiltshire,8652015,Castle Mead School,197,17970,10483,7487
865,Wiltshire,8652016,Wellington Primary Academy,207,18070,10541,7529
865,Wiltshire,8652017,Whitesheet Church of England Primary Academy,34,16340,9532,6808
865,Wiltshire,8652018,Southbroom St James Academy,192,17920,10453,7467
865,Wiltshire,8652019,Zouch Academy,237,18370,10716,7654
865,Wiltshire,8652021,The Avenue Primary School and Childrens Centre,234,18340,10698,7642
865,Wiltshire,8652022,Ivy Lane Primary School,313,19130,11159,7971
865,Wiltshire,8652024,The Trinity Church of England Primary Academy,168,17680,10313,7367
865,Wiltshire,8652025,Marden Vale CofE Academy,235,18350,10704,7646
865,Wiltshire,8652026,Ridgeway Farm CofE Academy,119,17190,10028,7162
865,Wiltshire,8652028,Corsham Primary School,526,21260,12402,8858
865,Wiltshire,8652030,West Ashton Church of England Primary School,57,16570,9666,6904
865,Wiltshire,8652033,Shrewton CofE Primary Academy,93,16930,9876,7054
865,Wiltshire,8652035,New Close Primary School,88,16880,9847,7033
865,Wiltshire,8652037,Southbroom Infants School,104,17040,9940,7100
865,Wiltshire,8652040,Easton Royal Academy,53,16530,9643,6887
